EventID,Edep_MeV,Energy_keV,#PE,#NoisePE,SignalPE
250280,0.44470218894652247,600,296,79,217
250281,0.6456988582593441,600,368,84,284
250284,0.6456992930768697,600,389,99,290
250285,0.0884870328206646,600,44,5,39
250286,0.26703522929619644,600,149,34,115
250287,0.4352898115000479,600,250,73,177
250289,0.6469126151092006,600,342,70,272
250295,0.4351479811231598,600,267,54,213
250298,0.6463329441879772,600,424,114,310
250299,0.645403142962077,600,391,98,293
250300,0.6455281267004607,600,375,88,287
250302,0.006710818634308167,600,3,1,2
250303,0.020239276942335464,600,5,1,4
250304,0.11637624222702078,600,56,14,42
250305,0.280147233839927,600,185,52,133
250306,0.6455436414281145,600,391,93,298
250307,0.08381080775321283,600,60,20,40
250308,0.44530033350307663,600,288,69,219
250310,0.5986978071573931,600,360,93,267
250311,0.08329432344502266,600,57,16,41
250314,0.6456613770750934,600,376,101,275
250315,0.13610348862216035,600,71,20,51
250316,0.6457868341383115,600,415,121,294
250317,0.6453836519720729,600,367,87,280
250318,0.43218658048070163,600,251,61,190
250320,0.41377771877858505,600,272,76,196
250321,0.6457823748730935,600,421,111,310
250325,0.6454810843504523,600,416,109,307
250327,0.6452604459337233,600,369,87,282
250328,0.6458228688036048,600,373,96,277
250332,0.0327379437824049,600,16,4,12
250333,0.6452253102295938,600,376,70,306
250334,0.644902149530328,600,395,98,297
250335,0.645834484425876,600,393,103,290
250336,0.11954667706665602,600,55,11,44
250340,0.05734772879612884,600,37,10,27
250342,0.6453939324913335,600,389,89,300
250344,0.6455451683649743,600,369,94,275
250345,0.6451493356488534,600,368,92,276
250346,0.0006481445606277119,600,1,0,1
250347,0.645627955225827,600,422,95,327
251330,0.6459790991850273,600,344,76,268
251331,0.64580028262318,600,341,80,261
251332,0.0335513711043448,600,24,12,12
251333,0.14487205087359772,600,85,23,62
251334,0.6457603415533406,600,360,75,285
251337,0.3277946578114492,600,190,41,149
251338,0.6454123390833463,600,394,89,305
251339,0.6460636726471847,600,337,69,268
251340,0.6451288753547187,600,397,96,301
251347,0.046265877904327755,600,30,10,20
251348,0.223652068619046,600,121,37,84
251349,0.6460745837721326,600,425,114,311
251351,0.6454888338996344,600,335,63,272
251352,0.645162658279032,600,414,106,308
251353,0.6454883411130781,600,379,98,281
251354,0.6458111423533837,600,351,79,272
251355,0.025132063071707046,600,9,2,7
251356,0.1922898987503489,600,121,39,82
251360,0.2226064282654984,600,121,16,105
251363,0.6461111278836992,600,410,112,298
251364,0.6456749469381109,600,382,104,278
251365,0.10966224349912912,600,64,12,52
251367,0.32293940076045247,600,207,53,154
251368,0.6449916641205405,600,401,102,299
251372,0.6453196662563224,600,353,76,277
251373,0.6458375304575165,600,366,86,280
251374,0.009635370849634674,600,10,5,5
251375,0.6456850485810823,600,419,116,303
251377,0.6455178785730354,600,369,78,291
251380,0.6459657872524969,600,359,80,279
251382,0.6458487978869032,600,335,88,247
251384,0.5938277146290301,600,340,87,253
251385,0.6460131855570062,600,405,99,306
251388,0.2807188922875834,600,160,45,115
251389,0.6456532853809496,600,409,101,308
251392,0.6455013147345725,600,362,94,268
251393,0.4018108570217114,600,261,56,205
251394,0.094240894153985,600,64,16,48
251396,0.016584970750326007,600,11,4,7
252030,0.04360098765296956,600,23,4,19
252034,0.6452660853267256,600,347,87,260
252035,0.09860657321505288,600,62,16,46
252036,0.017599858969635628,600,9,2,7
252038,0.6455655090146128,600,415,96,319
252039,0.6457122103522962,600,385,99,286
252040,0.645962616171422,600,353,97,256
252041,0.6459894467118394,600,355,91,264
252043,0.6452555200191,600,366,68,298
252046,0.6458884036190996,600,376,97,279
252047,0.37029643717644795,600,249,69,180
252048,0.5868127491565805,600,363,110,253
252050,0.6451867021552922,600,427,122,305
252053,0.6457570027068255,600,364,104,260
252054,0.6465084604668393,600,397,99,298
252056,0.6457269951155952,600,384,104,280
252057,0.6457874801022899,600,339,76,263
252060,0.6459450233074069,600,375,89,286
252062,0.6458245338597421,600,405,102,303
252063,0.2027919867308155,600,127,37,90
252065,0.3429171266625166,600,193,39,154
252067,0.018593727734327527,600,12,6,6
252069,0.6453563127383356,600,378,91,287
252070,0.645303382093241,600,356,77,279
252071,0.6454969464230582,600,384,98,286
252072,0.6459162791308161,600,406,97,309
252073,0.305283917620953,600,158,27,131
252076,0.05174498951755638,600,33,9,24
252077,0.6451735662118605,600,376,90,286
252079,0.6454110941105066,600,398,115,283
252080,0.6451677465539539,600,408,102,306
252084,0.6457627692867377,600,367,95,272
252085,0.645976997155845,600,394,86,308
252086,0.6452219131060372,600,366,88,278
252088,0.6456355850833116,600,404,100,304
252091,0.6449622743807478,600,376,93,283
252092,0.09394833384958581,600,53,14,39
252093,0.08198898604010649,600,63,16,47
252095,0.6462078996712532,600,359,94,265
252098,0.6455124276948623,600,373,77,296
252099,0.6457254877791082,600,365,86,279
252870,0.0005225451550142312,600,0,0,0
252872,0.6457379046761114,600,385,103,282
252873,0.6455182996612336,600,397,106,291
252879,0.6455917317935965,600,390,109,281
252880,0.2794011933520509,600,198,48,150
252881,0.6461219635657891,600,386,79,307
252883,0.6452529961136145,600,359,73,286
252885,0.64580348941897,600,368,81,287
252887,0.6464636970243977,600,343,79,264
252888,0.2578984315550403,600,141,36,105
252890,0.6457475547237419,600,383,96,287
252893,0.4247951222973579,600,197,40,157
252894,0.2833593486667249,600,183,45,138
252895,0.6460979049412315,600,349,76,273
252896,0.6457321490784682,600,405,103,302
252897,0.6456674001769201,600,381,87,294
252899,0.646015443450668,600,409,98,311
252900,0.6450544816497187,600,373,81,292
252901,0.4201268658989271,600,270,84,186
252902,0.6458575313930085,600,342,75,267
252903,0.02973736449431434,600,29,12,17
252904,0.2097293988158884,600,115,30,85
252905,0.6457608463677172,600,347,88,259
252906,0.6459288472333722,600,346,79,267
252907,0.1879194693997787,600,109,26,83
252908,0.015900146653728194,600,14,5,9
252909,0.3830457540373994,600,224,50,174
252910,0.007971537145115047,600,10,5,5
252912,0.5422193801077378,600,313,82,231
252913,0.6460160818545921,600,369,77,292
252914,0.645558736740047,600,391,98,293
252915,0.3267760947290317,600,162,30,132
252918,0.10285202910963308,600,54,13,41
252920,0.11439840477713283,600,88,30,58
252921,0.6457275557828598,600,388,97,291
252924,0.6456560352265486,600,344,74,270
252926,0.645874789487979,600,344,75,269
252929,0.05998321238525856,600,35,11,24
252931,0.449364354239715,600,237,61,176
252933,0.3333591402004141,600,179,32,147
252937,0.6458055010670527,600,405,104,301
252939,0.6462028246783404,600,375,86,289
253502,0.6457337871078959,600,372,87,285
253503,0.6453209155256385,600,335,67,268
253507,0.09380577284520596,600,63,18,45
253511,0.6457023791411175,600,422,104,318
253515,0.44258690577239707,600,241,59,182
253516,0.6453370480395393,600,380,81,299
253517,0.6464363460250094,600,357,70,287
253520,0.6451260959537394,600,356,63,293
253522,0.35568642566720365,600,161,32,129
253523,0.6456264686058373,600,381,88,293
253524,0.6458356692510433,600,418,105,313
253525,0.022310691410826554,600,10,5,5
253526,0.6451901928690078,600,375,108,267
253528,0.6461266949903307,600,353,87,266
253530,0.6458692011967685,600,336,75,261
253532,0.6456920817592273,600,343,84,259
253534,0.645418350062099,600,409,98,311
253535,0.6455248900219024,600,346,87,259
253536,0.2381595746440258,600,144,43,101
253537,0.17701845148619663,600,119,35,84
253538,0.6456463636388319,600,376,94,282
253539,0.6453144931010153,600,394,115,279
253540,0.062378243491485796,600,38,8,30
253545,0.6457796816066728,600,377,77,300
253546,0.363885563334118,600,221,55,166
253548,0.6456446615009611,600,381,109,272
253549,0.6452763820061361,600,381,107,274
253552,0.645208241292362,600,350,87,263
253554,0.6455545851086366,600,376,100,276
253561,0.5799809417634442,600,356,74,282
253564,0.6454766566699318,600,367,99,268
253565,0.24108413352612057,600,156,37,119
253567,0.6454724465769917,600,347,74,273
254062,0.6455785526893415,600,380,72,308
254063,0.6458344618089569,600,368,92,276
254064,0.6451923576392464,600,334,83,251
254069,0.16113163998094782,600,91,27,64
254071,0.6446160611175336,600,433,125,308
254074,0.4335537156557412,600,308,97,211
254075,0.11233618670529087,600,66,17,49
254077,0.39695538857793167,600,203,44,159
254083,0.6453457403801726,600,345,74,271
254085,0.03577602832044161,600,25,10,15
